title,text,tag,allTtags,link
jQWidgets jqxPasswordInput maxLength Property,"jQWidgets is a JavaScript framework for making web-based applications for PC and mobile devices. It is a very powerful, optimized, platform-independent, and widely supported framework. The jqxPasswordInput is a jQuery widget that enables the input field passwords with nice visual feedback about the password’s strength.The maxLength property is used to set or return the maximal number of characters allowed in the password field. It accepts Number type values and its default value is null.Syntax:Set the maxLength property. Return the maxLength property.Linked Files: Download jQWidgets from the link https://www.jqwidgets.com/download/. In the HTML file, locate the script files in the downloaded folder.<link rel=”stylesheet” href=”jqwidgets/styles/jqx.base.css” type=”text/css” /><script type=”text/javascript” src=”scripts/jquery-1.11.1.min.js”></script><script type=”text/javascript” src=”jqwidgets/jqxcore.js”></script><script type=”text/javascript” src=”jqwidgets/jqx-all.js”></script><script type=”text/javascript” src=”jqwidgets/jqxpasswordinput.js”></script>The below example illustrates the jqxPasswordInput maxLength property in jQWidgets.Example:Output:Reference: https://www.jqwidgets.com/jquery-widgets-documentation/documentation/jqxpasswordinput/jquery-password-input-getting-started.htm",jquery,"['jQuery-jQWidgets', 'jQWidgets-jqxPasswordInput', 'JQuery', 'Web Technologies']",https://www.geeksforgeeks.org/jqwidgets-jqxpasswordinput-maxlength-property/
jQWidgets jqxPasswordInput rtl Property,"jQWidgets is a JavaScript framework for making web-based applications for PC and mobile devices. It is a very powerful, optimized, platform-independent, and widely supported framework. The jqxPasswordInput is a jQuery widget that enables the input field passwords with nice visual feedback about the password’s strength.The rtl property is used to set or return whether the right-to-left support is enabled or not. It accepts Boolean type values and its default value is false.Syntax:Set the rtl property. Return the rtl property.Linked Files: Download jQWidgets from the link https://www.jqwidgets.com/download/. In the HTML file, locate the script files in the downloaded folder.<link rel=”stylesheet” href=”jqwidgets/styles/jqx.base.css” type=”text/css” /><script type=”text/javascript” src=”scripts/jquery-1.11.1.min.js”></script><script type=”text/javascript” src=”jqwidgets/jqxcore.js”></script><script type=”text/javascript” src=”jqwidgets/jqx-all.js”></script><script type=”text/javascript” src=”jqwidgets/jqxpasswordinput.js”></script>The below example illustrates the jqxPasswordInput rtl property in jQWidgets.Example:Output:Reference: https://www.jqwidgets.com/jquery-widgets-documentation/documentation/jqxpasswordinput/jquery-password-input-getting-started.htm",jquery,"['jQuery-jQWidgets', 'jQWidgets-jqxPasswordInput', 'JQuery', 'Web Technologies']",https://www.geeksforgeeks.org/jqwidgets-jqxpasswordinput-rtl-property/
jQWidgets jqxPasswordInput render() Method,"jQWidgets is a JavaScript framework for making web-based applications for PC and mobile devices. It is a very powerful, optimized, platform-independent, and widely supported framework. The jqxPasswordInput is a jQuery widget that enables the input field passwords with nice visual feedback about the password’s strength.The render() method is used to render the widget. It does not accept any parameter and does not return any value.Syntax:Linked Files: Download jQWidgets from the link https://www.jqwidgets.com/download/. In the HTML file, locate the script files in the downloaded folder.<link rel=”stylesheet” href=”jqwidgets/styles/jqx.base.css” type=”text/css” /><script type=”text/javascript” src=”scripts/jquery-1.11.1.min.js”></script><script type=”text/javascript” src=”jqwidgets/jqxcore.js”></script><script type=”text/javascript” src=”jqwidgets/jqx-all.js”></script><script type=”text/javascript” src=”jqwidgets/jqxpasswordinput.js”></script>The below example illustrates the jqxPasswordInput render() method in jQWidgets.Example:Output:Reference: https://www.jqwidgets.com/jquery-widgets-documentation/documentation/jqxpasswordinput/jquery-password-input-api.htm",jquery,"['jQuery-jQWidgets', 'jQWidgets-jqxPasswordInput', 'JQuery', 'Web Technologies']",https://www.geeksforgeeks.org/jqwidgets-jqxpasswordinput-render-method/
How to load more feature using jQuery ?,"Bootstrap provides a lot of useful features that we generally integrate into our websites. One of them is the “Load More” feature which we can see on every second website we visit. The load more feature is used to load more or show more content available on the webpage to the visitor. Initially, half of the content is hidden, only some part of it is visible to the visitor. And when the Load More Button is clicked, the remaining content appears. This feature also gives the website a clean look. This is a pretty cool feature you must try on your website. Approach: The Load More feature of bootstrap can be integrated on the website by including a particular script (given below) and few javascript libraries, in the code. This script divides all the elements corresponding to a particular class, into parts withsize according to the slice function and displays the different parts one after another on clicking the load more button on the screen. And when the size becomes zero i.e. no more elements are left, it displays the text “No more to view”.   Let’s see the step-by-step implementation of how to integrate the Load More feature into the website step by step.Step 1: You just need to include the following script on your website to make the “load more” button work. Here, .block is the class of the items in the HTML code, on which we will be applying the Load More feature and #load is the id of the Load more button. Step 2: Also need to include the following javascript libraries in your HTML file as scripts.<script src=”https://cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js”></script><script src=”https://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.12.1/jquery-ui.min.js”></script>Example:Output:Explanation: In this example, only one paragraph was visible in the output initially, and with every click to load more button, one more successive paragraph appears, this is because in the slice function we mentioned (0,1) this time.Attention reader! Don’t stop learning now. Get hold of all the important HTML concepts with the Web Design for Beginners | HTML  course.",jquery,"['CSS-Properties', 'CSS-Questions', 'HTML-Questions', 'jQuery-Methods', 'jQuery-Questions', 'Picked', 'CSS', 'HTML', 'JQuery', 'Web Technologies']",https://www.geeksforgeeks.org/how-to-load-more-feature-using-jquery/
How to represent a variable in Less ?,LESS stands for Leaner Style Sheets. It is a backward-compatible language extension for CSS. One of its features is that it lets you use variables in the style sheet. Variables can be used to store CSS values that may be reused. This makes it easier for the user by letting them define commonly used values in a single location.Defining a variable: Variables in Less are represented with an at (@) sign. We can assign a value using a colon (:). Using a variable as values to properties:Using a variable as parameters to functions:The below examples demonstrate the use of Less variables.Example 1:  File name style.css which we get after pre-compiling style.lessOutput:Example 2:File name style.css which we get after pre-compiling style.lessOutput:Without hovering,css,"['CSS-Questions', 'HTML-Questions', 'Picked', 'SASS', 'CSS', 'Web Technologies']",https://www.geeksforgeeks.org/how-to-represent-a-variable-in-less/
Different ways to apply colors in an HTML document,"A colorful website or application is more attractive rather than a black and white website. In this article, we will go through all the different ways to apply colors in HTML documents. Like other HTML tags, there is no special tag to apply colors in HTML documents. However, using the style attribute, you can make a particular element colorful and appealing. We will also discuss color coding methods that will help you to apply the same color using different methods.There are two main properties in style attribute to set the color of text and background of the block. Example 1: We can use text attribute to set the color of text and bg-color to set the background color. Output:           Moreover, to set color for the linked text, the style attribute has 3 different properties.Different color coding methods in HTML: There are mainly three different color coding methods available in HTML language. Hexadecimal and RGB notation are the most popular methods. However, some developers are also using the color name notation and HSL notation.HTML Colors:Example 2: We use the color name to set the color of text, link, or background. On the internet, You will find more than 200 colors with their name. We have a list of W3C standard 16 colors. Output:              HTML colors Hexadecimal notation: Instead of writing color names, we will write the hexadecimal codes to set the particular color. There is a unique hexadecimal code available for every color. Hexadecimal code is a string of 6 characters followed by the # sign. It includes values from 0 to 9 and A to Z.HTML colors RGB notation: RGB stands for the Red, Green, and Blue. It takes three integer values between 0 to 255 for each one among three colors. By changing the values of the three inputs, you can produce new colors which you need. HTML colors HSL notation: HSL notation is rarely used by HTML developers. HSL is referred to as Hue, Saturation, and Lightness. For the hue, we have to set a value in degree between 0 to 360. For the saturation and lightness, we have to set values in percentage between 0% to 100%.Different ways to apply color: The most preferable method to set color inside the HTML document is using the stylesheet. If needed, we can use inline CSS or internal CSS. We will see each method one by one.Inline CSS: As the name suggests, we have to add a style attribute inside any HTML tag. Inside the style attribute, we can add color properties and their value.Internal CSS: We have to add color properties inside the HTML file but not inside the HTML tag. HTML code: The following code has internal CSS code.External CSS: This method is the same as the internal CSS method but we have to add CSS in the external file.HTML code:color.css: The following code is used in the above HTML code.Conclusion: Users can create a colorful application using the different color coding methods. We recommended using the color name and hexadecimal notation because some browser does not support RGB and HSL notation. To pick a hexadecimal code or RGB value, you can use a color picker that you find on the internet.Attention reader! Don’t stop learning now. Get hold of all the important HTML concepts with the Web Design for Beginners | HTML  course.",css,"['CSS-Properties', 'CSS-Questions', 'HTML-Questions', 'Picked', 'CSS', 'HTML', 'Web Technologies']",https://www.geeksforgeeks.org/different-ways-to-apply-colors-in-an-html-document/
How to create a LESS file and how to compile it ?,"LESS (which stands for Leaner Style Sheets) is a backward-compatible language extension for CSS. CSS itself is great for defining styles and applying them to various HTML elements but it has a few limitations.Limitations of CSS:There are several CSS preprocessors that try to address some of these shortcomings by supporting many features. LESS is one of them. It has additions such as variables, mixins, operations, and functions. They help make the code cleaner and easier to maintain.Creating and Storing a LESS File:Step 1: Go to your project folder, create a subfolder named CSS and then create a file named styles.less inside it.Step 2: Add the following code to the newly created file and save it:Compiling the LESS FileStep 1: Move to the project directory in your terminal and write the following command:Step 2: You can check if the compiler has been installed by using the following command: Step 3: Move to the css subfolder (or the folder where the less file is stored)Step 4: Write the following command:A new file named styles.css will be created with the following content :Step 5: Now, you can link this CSS file to your HTML file. Output:",css,"['CSS-Questions', 'Picked', 'SASS', 'CSS', 'Web Technologies']",https://www.geeksforgeeks.org/how-to-create-a-less-file-and-how-to-compile-it/
Explain Badge in Materialize CSS ?,"Badges are one of the very useful components of Materialize CSS. It is like an icon and helps us to display things like unread messages, notifications, emails, and all other such things. In this article, we will discuss how to use the badge in Materialize CSS. A badge can be defined by adding the badge class inside a span element. We can add a background to the badge by using the new class.Syntax:The below examples show the multiple ways by which a badge can be added in Materialize CSS.Example 1: Using a Badge in Collections. Output:Example 2: Using a Badge in a Collapsible.Output:Example 3: Using a Badge in DropdownsOutput:Example 4: Using a Badge in the NavbarOutput:Example 5: Changing the background color of the badgesOutput:Attention reader! Don’t stop learning now. Get hold of all the important HTML concepts with the Web Design for Beginners | HTML  course.",css,"['HTML-Questions', 'Materialize-CSS', 'Picked', 'CSS', 'HTML', 'Web Technologies']",https://www.geeksforgeeks.org/explain-badge-in-materialize-css/
How to we create Pagination in Materialize CSS ?,"Materialize CSS is a front-end UI library that is created by Google using the combination of HTML, CSS, and JavaScript. It is basically a design language that combines classic design along with modern innovations and technology. The purpose of Google behind developing Materialize CSS is to provide a unified system design for all their products across the internet. Materialize CSS is also known as Material Design.In this article, we will discuss one such very useful component that can be found in almost all the websites, i.e. pagination. Pagination is seen in multiple websites and the most common example is doing Google Search. You can see the pagination tab like the one shown above at the bottom of every Google search page. Pagination helps to display a huge amount of data in a better way. Let’s understand this with the help of an example: Suppose you have searched for mobile phones on the Amazon website, now, Amazon has thousands of mobile phones to display which cannot be displayed on a single screen and if it displays all the options a single web page, it will become very long and the user has to do a very hectic scrolling and gives the user or customer a very bad experience. Instead of that, we can display suppose 20 mobile phones on each page and make pagination at the end so that the user can navigate through them.Now, let’s understand how to use pagination by using Materialize CSS. Let’s add the Pagination code for this page with the following syntax. Syntax:Now, by default, all the button does not have any URL are not linked to any page. We can link each of the page buttons with a different page and also increase or decrease the no. of pages by either increasing or decreasing the no. of list items.Now, here is an example of basic pagination that we have created with 4 pages:Example: In the below example, we will be creating 3 files that can be accessed using navigation.Output:Attention reader! Don’t stop learning now. Get hold of all the important HTML concepts with the Web Design for Beginners | HTML  course.",css,"['HTML-Questions', 'Materialize-CSS', 'Picked', 'CSS', 'HTML', 'Web Technologies']",https://www.geeksforgeeks.org/how-to-we-create-pagination-in-materialize-css/
How to use CSS in different dimension (CSS-in-JS) ?,"Today we will see about CSS-in-JavaScript. CSS is awesome and easy to get started with, but front-end applications have been scaling at a massive and complex rate that doesn’t make the current CSS designed for the job. CSS-in-JS is a real deal and in many ways, is very much the best nowadays when it comes to building and styling applications on the web.What is CSS-in-JS: Just as the name implies, CSS-in-Javascript. It is still CSS but it leverages JavaScript capabilities. It uses JavaScript as a language to describe styles in a declarative and maintainable way.Benefits of CSS-in-JS:When to use CSS-in-JS: A beginner who just wants to create websites without a dynamic front-end might find the standard CSS the best option for styling. But for developers who are working on a component-heavy javascript project, CSS-in-JS is the best option for you.To implement CSS in JS: We cannot use CSS-in-JS without CSS-in-JS libraries. There are a lot of CSS-in-JS libraries Let’s see how to use CSS in JS with the help of these libraries with examples.Creating React Application:Step 1: Create a React application using the following command:Step 2: Now, navigate to the ‘form’ folder by writing the below commands in the command prompt terminal. Project Structure: It will look like the following. Step 3: Type the below command to run your project on the browser localhost: 30001. Styled Components: It is one of the most popular CSS-in-JS libraries presented on Github. It has 23K+ stars on GitHub. With styled-components, you create a normal React component with your styles attached to it. Styled-component has awesome features like no class name bugs, painless maintenance. The steps on how to work with styled-components is sown below: Step 1: Install the required library using the following command in your terminal:Step 2: Now the installation is done. Write down the following code in the App.js file. Here is an example of how to style with a CSS-in JS library styled-component. In this file, we will quickly style our javascript by using styled component firstly by importing it and then you start styling it.Step 3: Run the code below in the terminalOutput: 2. JSS: It is one more library with more than 6k stars on GitHub. JSS is an authoring tool for CSS which allows you to use JavaScript to describe styles in a declarative, conflict-free, and reusable way. It consists of multiple packages: the core, plugins, framework integrations, and others. The steps on how to work with JSS is down below:Step 1: Install the required library using the following command in your terminal:Step 2: Now the installation is done write down the following code in the App.js file. Here is an example of how to style with CSS-in JS library JSS. In this file, we will quickly style our javascript by using JSS firstly by importing it and then you start styling. Note: In JSS when styling you use commas to separate styles and styling of different elements.Step 3: Run the code below in the terminalOutput:3. Emotion: It is a CSS-in-JS library that is focused on application performance. It has more than 7.7K stars on GitHub. It provides powerful and predictable style composition in addition to a great developer experience with features such as source maps, labels, and testing utilities. The steps on how to work with emotion are down below:Step 1: Install the required library using the following command in your terminal:Step 2: Now the installation is done write down the following code in the App.js file. Here is an example of how to style with the CSS-in-JS library emotion. In this file, we will quickly style our javascript by using emotion firstly by importing it and then you start styling.Step 3: Run the code below in the terminalEmotion has a similar syntax to styled-components.Note: Emotion will not run if you don’t include this comment on the top of the file line:Output:4. Aphrodite: It is another CSS-in-JS that has over 5.2k stars on Github. Aphrodite is a framework-agnostic CSS-in-JS with support for server-side rendering, browser prefixing, and minimum CSS generation. This library great works with or without react. The steps on how to work with aphrodite are down belowStep 1: Install the required library using the following command in your terminal:Step 2: Now the installation is done write down the following code in the App.js file. Here is an example of how to style with CSS-in-Js library aphrodite. In this file, we will quickly style our javascript by using aphrodite firstly by importing it and then you start styling.Step 3: Run the code below in the terminalOutput:",css,"['CSS-Properties', 'Picked', 'React-Questions', 'CSS', 'ReactJS', 'Web Technologies']",https://www.geeksforgeeks.org/how-to-use-css-in-different-dimension-css-in-js/
How to load more feature using jQuery ?,"Bootstrap provides a lot of useful features that we generally integrate into our websites. One of them is the “Load More” feature which we can see on every second website we visit. The load more feature is used to load more or show more content available on the webpage to the visitor. Initially, half of the content is hidden, only some part of it is visible to the visitor. And when the Load More Button is clicked, the remaining content appears. This feature also gives the website a clean look. This is a pretty cool feature you must try on your website. Approach: The Load More feature of bootstrap can be integrated on the website by including a particular script (given below) and few javascript libraries, in the code. This script divides all the elements corresponding to a particular class, into parts withsize according to the slice function and displays the different parts one after another on clicking the load more button on the screen. And when the size becomes zero i.e. no more elements are left, it displays the text “No more to view”.   Let’s see the step-by-step implementation of how to integrate the Load More feature into the website step by step.Step 1: You just need to include the following script on your website to make the “load more” button work. Here, .block is the class of the items in the HTML code, on which we will be applying the Load More feature and #load is the id of the Load more button. Step 2: Also need to include the following javascript libraries in your HTML file as scripts.<script src=”https://cdnjs.cloudflare.com/ajax/libs/jquery/3.2.1/jquery.min.js”></script><script src=”https://cdnjs.cloudflare.com/ajax/libs/jqueryui/1.12.1/jquery-ui.min.js”></script>Example:Output:Explanation: In this example, only one paragraph was visible in the output initially, and with every click to load more button, one more successive paragraph appears, this is because in the slice function we mentioned (0,1) this time.Attention reader! Don’t stop learning now. Get hold of all the important HTML concepts with the Web Design for Beginners | HTML  course.",css,"['CSS-Properties', 'CSS-Questions', 'HTML-Questions', 'jQuery-Methods', 'jQuery-Questions', 'Picked', 'CSS', 'HTML', 'JQuery', 'Web Technologies']",https://www.geeksforgeeks.org/how-to-load-more-feature-using-jquery/
How to clone a block using jQuery ?,"Clone method in jQuery performs a deep copy of a set of matching elements. You can create a copy of the data as well as a copy of the event handlers.Syntax:Parameters Value:Example 1: In this example, we are not passing any value to the clone method. Output:Example 2: In this example, we are passing “true” value to the clone method that copies the event handlers also. Here we are changing the background color of the paragraph whenever the user clicks the paragraph. This will be copied as you can see in the output.Output:Attention reader! Don’t stop learning now. Get hold of all the important HTML concepts with the Web Design for Beginners | HTML  course.",css,"['CSS-Properties', 'HTML-Questions', 'jQuery-Methods', 'jQuery-Questions', 'Picked', 'CSS', 'HTML', 'JQuery', 'Web Technologies']",https://www.geeksforgeeks.org/how-to-clone-a-block-using-jquery/
What is the use of box-sizing property in CSS ?,The box-sizing property defines how the width and height of an element should be visible to the user i.e. border and padding are to be included or not.Syntax:Property Values:Syntax:  Dimensions of the element are calculated as:Example:Output:The following figure illustrates the {box-sizing: border-box:} for the above example.Browser Support: The browser that fully supports box-sizing property are listed below –Attention reader! Don’t stop learning now. Get hold of all the important HTML concepts with the Web Design for Beginners | HTML  course.,css,"['CSS-Properties', 'CSS-Questions', 'HTML-Questions', 'Picked', 'CSS', 'HTML', 'Web Technologies']",https://www.geeksforgeeks.org/what-is-the-use-of-box-sizing-property-in-css/
Explain the positions property in CSS,"In this article, we will see what is position property, how to use this property wisely in order to make web pages. The position property is used to align the different elements in the HTML page. Position Property plays an important role to make high-quality web pages.There are 5 position properties in CSS:Syntax:Let’s understand each of these properties one by one. 1. position: static It is the default position value for the element. Under static position, elements positioned according to the normal flow of the page.Note: left, right, top, and bottom properties will not affect if position is static.Example:Output:2. Position: Relative In this case, the element remains in the normal flow of the document but left, right, top, and bottom affects. Elements get shifted from their original position in the document creating vacant space and other elements may adjust themselves according to the vacant space left by the element. Example:Output:Explanation: We can see here element change its left and top from the original position creating some space.3. position: absolute Absolute elements do not follow the normal flow document instead they position themselves relative to the closest positioned ancestor. Its final position is determined using the top, bottom,  left and right.Note: The positioned element means element having position property other than static.These element does not occupy any space and other elements treats absolute elements like there is no element. Parent element should be positioned and position property other than absolute and If parent element is not positioned then absolute element position themselves according to nearest positioned ancestor. We generally set z-index when using absolute position. Consider Two cases to understand absolute position:1st case: When parent property value is positioned means position property of parent is not equal to static.Output:Explanation: Here we can see child element has adjusted itself according to parent and no extra space is assign to it.2nd Case: When parent element is not positioned.Output:Explanation: As the parent is not positioned, the child element will try to adjust itself relative to nearest positioned ancestor. Here nearest positioned ancestor is <HTML> so element gets adjust according to <HTML>.4. position: Fixed Fixed element does not follow normal document flow and position themselves relative to <HTML> tag. This element always stick to the screen. Example:Output:You can see the fixed element remain at its position even after scrolling up and down. 5. position: sticky It’s kind of little tricky but very easy to understand. We can think of sticky as combination of relative and fixed. Remember in fixed element remain fixed at some position but in sticky element will behave like relative to certain point and after behave like fixed.Example:Output:Explanation: In the above output, you can see the sticky element behaves like a relative element until it reaches a particular offset. Then beyond that point, it sticks to the page and behaves like fixed (here that offset is 10px from top).Note: In sticky left, right, top and bottom does not determine the position of the element in the relative state but it specifies at what position element should behave like fixed.Attention reader! Don’t stop learning now. Get hold of all the important HTML concepts with the Web Design for Beginners | HTML  course.",css,"['CSS-Properties', 'CSS-Questions', 'HTML-Questions', 'Picked', 'CSS', 'HTML', 'Web Technologies']",https://www.geeksforgeeks.org/explain-the-positions-property-in-css/
SQL Query to Remove Trailing Spaces,"In this article, we will look at how to remove trailing spaces. Trailing spaces means the space characters from the right side. We need to use the RTRIM() function. The RTRIM function is used for removing all specified characters from the right-hand side of a string. TSyntax:Parameter:Applies to:This function applies to the following databases.Example 1:Query:Output:Example 2:Query:Output:Attention reader! Don’t stop learning now. Learn SQL for interviews using SQL Course  by GeeksforGeeks.",sql,"['Picked', 'SQL-Query', 'SQL-Server', 'SQL']",https://www.geeksforgeeks.org/sql-query-to-remove-trailing-spaces/
SQL Query to Add a New Column After an Existing Column in SQL,"Structured Query Language or SQL is a standard Database language that is used to create, maintain and retrieve the data from relational databases like MySQL, Oracle, SQL Server, Postgres, etc. In Microsoft SQL Server, we can change the order of the columns and can add a new column by using ALTER command. ALTER TABLE is used to add, delete/drop or modify columns in the existing table. It is also used to add and drop various constraints on the existing table.Step 1: Create a databaseLet’s create a database employee.Query:Step 2: Create a tableNow create a table employee_info.Query:Step 3: To view a database schema we use the following query.Query:Output:Now, let’s add a new column Gender in the table. Then we use ALTER table command. Step 4: Alter table.Output:Now, the new column gets added after City i.e. at the last successfully.Take another case using a query, If we want the Gender column after Last_Name, then we can write the query as shown below.Query:Output:Attention reader! Don’t stop learning now. Learn SQL for interviews using SQL Course  by GeeksforGeeks.",sql,"['Blogathon-2021', 'Picked', 'SQL-Query', 'SQL-Server', 'Blogathon', 'SQL']",https://www.geeksforgeeks.org/sql-query-to-add-a-new-column-after-an-existing-column-in-sql/
How to Show Schema of a Table in MySQL Database?,"The term “schema” refers to the organization of data as a blueprint of how the database is constructed (divided into database tables in the case of relational databases). The formal definition of a database schema is a set of formulas (sentences) called integrity constraints imposed on a database. In this article, we will learn how to display the Schema of a Table with the help of some SQL queries.Step 1: Creating the DatabaseFor the purpose of demonstration, we will be creating a Participant table in a database called “GeeksForGeeksDatabase“.Query: Step 2: Using the DatabaseUse the below SQL statement to switch the database context to GeeksForGeeksDatabase.Query:Step 3: Table DefinitionQuery:Step 4:To display the table structure (Schema) in SQLIn Oracle, we use this query:Query:In the MySQL database, we use this query:Query:In SQL Server we use Transact-SQL :Query:Using the above query we got the whole description of the table, its properties like column names, data types used for each column, constraints.Attention reader! Don’t stop learning now. Learn SQL for interviews using SQL Course  by GeeksforGeeks.",sql,"['Blogathon-2021', 'mysql', 'Picked', 'SQL-Server', 'Blogathon', 'DBMS', 'SQL']",https://www.geeksforgeeks.org/how-to-show-schema-of-a-table-in-mysql-database/
SQL Query to Replace a Column Values from ‘male’ to ‘female’ and ‘female’ to ‘male’,"In this article, we will Implement a Query to Replace Column Values from ‘male’ to ‘female’ and ‘female’ to ‘male’. For a better explanation, we will Implement this Query with an Example. For Implementation of this Query first of all we will create a database. Name of Database “Sample”.After that Inside the Database, We will Create a Table. The name of the table is “EMPDATA”. Here we will replace column values from ‘Male’ to ‘female’ and ‘female’ to ‘male’ with the help of UPDATE, CASE statement, and condition. Now, we have to follow the below statement for Implementing this Query. Step 1: Create a database For database creation, there is the query we will use in MS SQL Server.Query:Step 2: Use a database for using the datebaseQuery:Step 3: Create a tableFor the creation data table, we will use this below queryQuery:Step 4: Structure of the table In SQL with the Help of the EXEX sp_help table name, we can see the structure of the table. Like a number of columns, data type, size, nullability, and constraints. EXEC Sp_ help Query is similar to DESC or DESCRIBE Query.Query:Output:Step 5: Insert a value into a tableQuery:Output:Step 6: Implementation of the query to replace column values from ‘Male’ to ‘Female’ and ‘Female’ to ‘Male’.Finally, in this step, We will Implement the query to replace column values from ‘male’ to ‘female’ and ‘female’ to ‘male’.Here We are using UPDATE, and CASE statements.We can use an Update statement with WHERE Clause or Without WHERE CLAUSE.  Query:This Query will Update GENDER = ‘FEMALE’ for all rows. Query:Query:Now we will IMPLEMENTATION OF Query to Replace a Column Values from ‘male’ to ‘female’ and ‘female’ to ‘male’Query:Execute the following code and notice that we want to evaluate CASE Gender in this query. Output: Attention reader! Don’t stop learning now. Learn SQL for interviews using SQL Course  by GeeksforGeeks.",sql,"['Picked', 'SQL-Query', 'SQL-Server', 'SQL']",https://www.geeksforgeeks.org/sql-query-to-replace-a-column-values-from-male-to-female-and-female-to-male/
SQL Query to Compare Two Dates,"In SQL, dates are complicated for newbies, since while working with the database, the format of the date in the table must be matched with the input date in order to insert. In various scenarios instead of date, DateTime (time is also involved with date) is used. Here we will see, SQL Query to compare two dates. This can be easily done using equals to(=), less than(<), and greater than(>) operators. In SQL, the date value has DATE datatype which accepts date in ‘yyyy-mm-dd’ format. To compare two dates, we will declare two dates and compare them using the IF-ELSE statement.Syntax: IF Boolean_expression       { sql_statement | statement_block }  [ ELSE       { sql_statement | statement_block } ]  We can declare variables easily by using the keyword DECLARE before the variable name. By default, the local variable starts with @.Syntax:Set values to the variable: We can assign values to the variables using the SET keyword.Syntax:Now we take different cases to demonstrate of comparison between dates.Query 1:Output:Query 2: Output:Query 3:Output:Attention reader! Don’t stop learning now. Learn SQL for interviews using SQL Course  by GeeksforGeeks.",sql,"['Picked', 'SQL-Query', 'SQL-Server', 'SQL']",https://www.geeksforgeeks.org/sql-query-to-compare-two-dates/
SQL Query to Check if Date is Greater Than Today in SQL,"In this article, we will see the SQL query to check if DATE is greater than today’s date by comparing date with today’s date using the GETDATE() function. This function in SQL Server is used to return the present date and time of the database system in a ‘YYYY-MM-DD hh:mm: ss. mmm’ pattern.Features:To check a current date we use simply GETDATE( ) function.Query:Output:Now, take an example to check if the date is greater than today’s date in MS SQL Server. For this we follow given below steps:Step 1: Create a databasewe can use the following command to create a database called geeks.Query:Step 2: Use databaseUse the below SQL statement to switch the database context to geeks:Query:Step 3: Table definitionWe have the following geeks for geeks in our geek’s database.Query:Step 4: Insert data into a tableQuery:Step 5: For a view a table dataTo see the content of the table, run the below commandQuery:Output:Step 6:  Check date greater than today date or notQuery:Output:Returned value whose date is 2021-12-12 and 2021-10-13 which is greater than 2021-09-22 (Today’s date)Query:Output:Attention reader! Don’t stop learning now. Learn SQL for interviews using SQL Course  by GeeksforGeeks.",sql,"['Picked', 'SQL-Query', 'SQL-Server', 'SQL']",https://www.geeksforgeeks.org/sql-query-to-check-if-date-is-greater-than-today-in-sql/
Remove All Spaces From a String in SQL Server,"There are scenarios of the occurrence of spaces before and after a string and we may need to remove/trim the spaces for our use. Let us see how it is getting handled in SQL Server. Till SQL Server 2016, we have the functions called SQL LTRIM and SQL RTRIM functions. The name itself implies that LTRIM is helpful to remove the leftmost spaces and RTRIM is helpful to remove the rightmost spaces.From SQL Server 2017 onwards, we have TRIM() function also which trim both leading and trailing characters together with a single function. In this article, let us cover them in detail.It removes the spaces from the beginning of the string. We may be having spaces before and after the string. By using LTRIM() function, we can remove leftmost spaces. Let us use DATALENGTH() function to calculate data length in bytes before and after using SQL LTRIM function. Combining all these, let us see with the below exampleQuery: Output:It removes the spaces from the end(starting from the right side) of the string. We may be having spaces before and after the string. By using RTRIM() function, we can remove the rightmost spaces. Let us use DATALENGTH() function to calculate data length in bytes before and after using SQL RTRIM function. Combining all these, let us see with the below exampleQuery:Output:From SQL Server 2017 onwards, we have TRIM() functionality also. It removes the beginning spaces as well as end spaces of the string.Query:Output:We can use the above 3 functionalities to remove the spaces according to the requirement. Generally, to remove all the spaces means, we need to go for TRIM(). We can use the same to trim the column values also.Query:Output:SQL Server provides many string manipulation functions and here we have seen LTRIM(), RTRIM(), and TRIM() functions to remove the spaces.Attention reader! Don’t stop learning now. Learn SQL for interviews using SQL Course  by GeeksforGeeks.",sql,"['Picked', 'SQL-Server', 'SQL']",https://www.geeksforgeeks.org/remove-all-spaces-from-a-string-in-sql-server/
How to Create a Table With Multiple Foreign Keys in SQL?,"When a non-prime attribute column in one table references the primary key and has the same column as the column of the table which is prime attribute is called a foreign key. It lays the relation between the two tables which majorly helps in the normalization of the tables. A table can have multiple foreign keys based on the requirement.In this article let us see how to create a table with multiple foreign keys in MSSQL. Syntax:Step 1: Creating a DatabaseWe use the below command to create a database named GeeksforGeeks:Query:Step 2: Using the DatabaseTo use the GeeksforGeeks database use the below command:Query:Step 3: Creating 3 tables. The table student_details contains two foreign keys that reference the tables student_branch_details and student_address.Query:Output:The number and type of keys can be checked in the tables section of object explorer on the left side of the UI.Step 4: Inserting data into the Table  Inserting rows into student_branch_details and student_address tables using the following SQL query:Query:Inserting rows into student_detailsQuery:Step 5: Verifying the inserted data Viewing the tables student_details,student_branch_details,student_address after inserting rows by using the following SQL query:Query:Output:Attention reader! Don’t stop learning now. Learn SQL for interviews using SQL Course  by GeeksforGeeks.",sql,"['Blogathon-2021', 'Picked', 'SQL-Server', 'Blogathon', 'SQL']",https://www.geeksforgeeks.org/how-to-create-a-table-with-multiple-foreign-keys-in-sql/
